Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio	Feedback
sotāpanna 1	p	1	adj	comp						who has entered the stream; entered the first stage of the path					sota + āpanna	srotaāpanna					SN 12.41	pañcaverabhayasuttaṃ	so ākaṅkhamāno attanā’va attānaṃ byākareyya - khīṇanirayo’mhi khīṇa-tiracchānayoni khīṇa-pettivisayo khīṇ’āpāya-duggati-vinipāto <b>sot’āpanno</b>’ham’asmi avinipātadhammo niyato sambodhi-parāyaṇo’ti																	sotāpann	a adj	13			[sound:sotāpanna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sotāpanna 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sekhiya	p	1	adj	ptp	sikkhati					related to training; to be practised			√sikkh 1 a (to learn, train)		√sikkh + *iya	śaikṣa	√śikṣ				VIN PAT SK	sekhiyā	ime kho pan'āyasmanto <b>sekhiyā</b> dhammā uddesaṃ āgacchanti.																	sekhiy	a adj	13			[sound:sekhiya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sekhiya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sutta 4	ps	1	nt							scripture; discourse; sacred text; lit. thread			√siv 3 ya (to sew)		√siv > suv + ta	sūtra	√siv √sīv		(MNa) ubhatovibhaṅganiddesakhandhakaparivārā, suttanipāte maṅgalasuttaratanasuttanālakasuttatuvaṭṭakasuttāni, aññam'pi ca suttanāmakaṃ tathāgatavacanaṃ suttan'ti veditabbaṃ	√su 4 ṇā (hear) + ta, or<br/>su + √vac > vak > uk + ta?	MN 22	alagaddūpamasuttaṃ	idha ekacce moghapurisā dhammaṃ pariyāpuṇanti—<b>suttaṃ</b>, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.				AN 4.180	mahāpadesasuttaṃ	anabhinanditvā appaṭikkositvā tāni padabyañjanāni sādhukaṃ uggahetvā <b>sutte</b> otāretabbāni, vinaye sandassetabbāni.	Cattāro mahāpadesā	The Four Great References	Teachings							25n	sutt	a nt	13	9	252	[sound:sutta.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sutta 4&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
suñña 2	ps	1	adj							empty; uninhabited						śūnya, śūna					SN 35.238	āsīvisopamasuttaṃ	so passeyya <b>suññaṃ</b> gāmaṃ. yaññad’eva gharaṃ paviseyya rittakaññ’eva paviseyya tucchakaññ’eva paviseyya suññakaññ’eva paviseyya.				AN 10.48	pabbajitābhiṇhasuttaṃ	‘kacci nu kho’haṃ <b>suññ</b>’āgāre abhiramāmī’ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.	Dasadhammā pabbajita-abhiṇha-paccavekkhaṇā	Ten Subjects for Frequent Recollection by One Who Has Gone Forth	Reflections							34n	suññ	a adj	13	11	129	[sound:suñña.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=suñña 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sīla 1	ps	1	nt							ethical conduct; moral integrity			√sīl 1 a (to conduct oneself)		√sīl + a	śīla	√śīl				DN-a 1.2	brahmajālasuttaṃ	kikī’va aṇḍaṃ, camarī’va vāladhiṃ. piyaṃ’va puttaṃ, <br/>nayanaṃ’va ekakaṃ. tath’eva <b>sīlaṃ</b>, anurakkhamānā.				MJG		dānaṃ dadantu saddhāya, <b>sīlaṃ</b> rakkhantu sabbadā, bhāvan’ābhiratā hontu, gacchantu devatā-gatā.	Devatā-uyyojana-gāthā		Protective Recitations							59n	sīl	a nt	13	9	723	[sound:sīla.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sīla 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sīmā 2	ps	1	fem							(vinaya) boundary in which legal procedures are performed; legal territory						sīmā					VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	sabb’antimena paricchedena cattāro bhikkhū pakatattā, saṅghena anukkhittā, te ca kho hatthapāsaṃ avijahitvā eka-<b>sīmayaṃ</b> ṭhitā.				PAT PK	dhammayuttika-pubbakicca	chand'āharaṇa-pārisuddhiāharaṇāni, pana imissaṃ <b>sīmāyaṃ</b> hatthapāsaṃ vijahitvā nisinnānaṃ bhikkhūnaṃ abhāvato n'atthi.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	sīm	ā fem	13		20	[sound:sīmā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sīmā 2&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṃyojana 1	pp	1	nt		saṃyojeti					fetter; chain; bond; thing which binds; lit. yoking together			√yuj 2 ṃa (to join, yoke)		saṃ + √yuj > yoj + *ana	saṃyojana	√yuj				MN 10.13	mahāsatipaṭṭhānasuttaṃ	yathā ca uppannassa <b>saṃyojanassa</b> pahānaṃ hoti tañ’ca pajānāti, yathā ca pahīnassa <b>saṃyojanassa</b> āyatiṃ anuppādo hoti tañ’ca pajānāti.				SN 35.232	koṭṭhikasuttaṃ	“kiṃ nu kho, āvuso sāriputta, cakkhu rūpānaṃ <b>saṃyojanaṃ</b>, rūpā cakkhussa <b>saṃyojanaṃ</b>											saṃyojan	a nt	13	9	623	[sound:saṃyojana.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṃyojana 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saddhā 1	ps	1	fem		saddahati					faith; confidence; lit. putting heart			√dhā 1 a (to place, support)		sad + √dhā + ā	śrāddha	√dhā				MN 70	kīṭāgirisuttaṃ	idha <b>saddhā</b>-jāto upasaṅkamati, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati, 				MN 27	cūḷahatthipadopamasuttaṃ	so taṃ dhammaṃ sutvā tathāgate <b>saddhaṃ</b> paṭilabhati. so tena <b>saddhā</b>-paṭilābhena samannāgato iti paṭisañcikkhati	Anupubba-sikkhā	The Gradual Training	Teachings							18n	saddh	ā fem	13	7	503	[sound:saddhā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saddhā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
satipaṭṭhāna	ps	1	masc	comp						establishing mindfulness; setting up attention; foundation of mindfulness					sati + upaṭṭhāna	smṛtyupasthāna				maybe sati + paṭṭhāna	MN 137	saḷāyatanavibhaṅgasuttaṃ	tayo <b>satipaṭṭhānā</b> yad'ariyo sevati yad'ariyo sevamāno satthā gaṇam'anusāsitum'arahati, so vuccati yoggācariyānaṃ anuttaro purisadammasārathī'ti				MN 118	ānāpānassatisuttaṃ	ānāpānassati bhikkhave bhāvitā bahulīkatā cattāro <b>satipaṭṭhāne</b> paripūreti	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	satipaṭṭhān	a masc	13	2	321	[sound:satipaṭṭhāna.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=satipaṭṭhāna&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saññā 1	ps	1	fem		sañjānāti					perception; conception; recognition; third of the five aggregates			√ñā 5 nā (to know)		saṃ + √ñā + ā	saṃjñā	√jñā				SN 22.79	khajjanīyasuttaṃ	nīlam’pi sañjānāti, pītakam’pi sañjānāti, lohitakam’pi sañjānāti, odātam’pi sañjānāti. sañjānātī’ti kho, bhikkhave, tasmā ‘<b>saññā</b>’ti vuccati.				SN 22.59	anattalakkhaṇasuttaṃ	<b>saññā</b> anattā. <b>saññā</b> ca h’idaṃ, bhikkhave, attā abhavissa, na'y'idaṃ <b>saññā</b> ābādhāya saṃvatteyya, labbhetha ca <b>saññāya</b> — ‘evaṃ me saññā hotu, evaṃ me <b>saññā</b> mā ahosī’ti.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	saññ	ā fem	13	7	765	[sound:saññā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saññā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṅghādisesa 1	p	1	masc	comp						offence requiring suspension; lit. offence requiring involvement of the community from start to finish					saṅgha + ādi + sesa	saṃghāvaśeṣa			(VIN 6.8.5) saṅghādiseso'ti yaṃ vuttaṃ, taṃ suṇohi yathātathaṃ, saṅgho'va deti parivāsaṃ, mūlāya paṭikassati, mānattaṃ deti abbheti, ten'etaṃ iti vuccati.		VIN PAT SA 1	sukkavissaṭṭhi sikkhāpada	“sañcetanikā sukka-vissaṭṭhi aññatra supin’antā <b>saṅghādiseso</b>”ti. 																	saṅghādises	a masc	13	2	454	[sound:saṅghādisesa.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅghādisesa 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
saṅghāṭi	ps	1	fem		saṅghaṭeti					outer robe; double robe; patchwork robe; lit. joined together			√ghaṭ 1 a (to join)		saṃ + √ghaṭ + *i	saṃghāṭi	√jhaṭ				MN 86	aṅgulimālasuttaṃ	atha kho āyasmā aṅgulimālo bhinnena sīsena, lohitena gaḷantena, bhinnena pattena, vipphālitāya <b>saṅghāṭiyā</b> yena bhagavā ten’upasaṅkami				MN 107	gaṇakamoggallānasuttaṃ	 samiñjite pasārite sampajānakārī, <b>saṅghāṭi</b>-pattacīvaradhāraṇe sampajānakārī, asite pīte khāyite sāyite sampajānakārī 	Anupubba-sikkhā	The Gradual Training	Teachings							18n	saṅghāṭ	i fem	13	8	53	[sound:saṅghāṭi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=saṅghāṭi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sakkāyadiṭṭhi	ps	1	fem	comp						view that one is an embodied being; personality view; self-identification; lit. view of existing body					sakkāya + diṭṭhi	satkāyadṛṣṭi					DN 33.8	saṅgītisuttaṃ	“pañca oram’bhāgiyāni saññojanāni — <b>sakkāyadiṭṭhi</b>, vicikicchā, sīlabbataparāmāso, kāmacchando, byāpādo. “pañca uddham’bhāgiyāni saññojanāni — rūparāgo, arūparāgo, māno, uddhaccaṃ, avijjā. 				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	sahā’v’assa dassana-sampadāya,  taya’ssu dhammā jahitā bhavanti. <br/><b>sakkāyadiṭṭhi</b> vicikicchitañ’ca,  sīlabbataṃ vā pi yad’atthi kiñci.	Ratana-sutta		Protective Recitations							52n	sakkāyadiṭṭh	i fem	13			[sound:sakkāyadiṭṭhi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakkāyadiṭṭhi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
sakadāgāmī	p	1	adj	comp						who returns once; once-returner					sakad + āgāmī	sakṛt + āgamin					MN 118	ānāpānassatisuttaṃ	santi, bhikkhave, bhikkhū imasmiṃ bhikkhusaṅghe tiṇṇaṃ saṃyojanānaṃ parikkhayā rāgadosamohānaṃ tanuttā <b>sakadāgāmino</b> sakid'eva imaṃ lokaṃ āgantvā dukkhass'antaṃ karissanti																	sakadāgām	ī adj	13	5	81	[sound:sakadāgāmī.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sakadāgāmī&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
yoniso	ps	1	ind	adv, abl sg	yoni					wisely; properly; fundamentally; judiciously; lit. to the origin					yoni + so	yoniśas					MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato āsavānaṃ khayaṃ vadāmi, no ajānato no apassato. <b>yoniso</b> ca manasikāraṃ ayoniso ca manasikāraṃ.				MN 2.4	sabbāsavasuttaṃ	paṭisaṅkhā <b>yoniso</b> cīvaraṃ paṭisevāmi yāva’d’eva sītassa paṭighātāya uṇhassa paṭighātāya ḍaṃsa-makasa-vāt’ātapa-siriṃsapa-samphassānaṃ paṭighātāya	Cattaro parikkhāra	The Four Requisites	Reflections							30n	-		13	13	248	[sound:yoniso.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=yoniso&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
mettā	ps	1	fem		mitta					goodwill; friendliness; benevolence			√mitt 1 a (to be friendly)		√mitt + *ā	maitra	√mith				AN 11.15	mettāsuttaṃ	’<b>mettāya</b> ceto-vimuttiyā āsevitāya bhāvitāya bahulīkatāya yānīkatāya vatthukatāya anuṭṭhitāya paricitāya susamāraddhāya ekādas’ānisaṃsā pāṭikaṅkhā.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	tasmā hi bhūtā nisāmetha sabbe,  <b>mettaṃ</b> karotha mānusiyā pajāya. <br/>divā ca ratto ca haranti ye baliṃ,  tasmā hi ne rakkhatha appamattā.	Ratana-sutta		Protective Recitations							52n	mett	ā fem	13	7	149	[sound:mettā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=mettā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
muditā	ps	1	fem	abstr	mudita					sympathy in other's welfare; heartiness; sympathetic joy; state of happy for			√mud 1 a (to be soft, happy)		√mud + itā		√mud				MN 62	mahārāhulovādasuttaṃ	<b>muditaṃ</b>, rāhula, bhāvanaṃ bhāvehi. muditañ'hi te, rāhula, bhāvanaṃ bhāvayato yā arati sā pahīyissati.				DN 13.8	tevijjasuttaṃ	<b>muditā</b>-sahagatena cetasā ekaṃ disaṃ pharitvā viharati<br/>tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ	Brahmavihārā	The Divine Abidings	Reflections							32n	mudit	ā fem	13		24	[sound:muditā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=muditā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
manasikāra	ps	1	masc	comp	manasikaroti					attention; mental application; lit. making in mind					manasi + kāra	manasikāra					MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato āsavānaṃ khayaṃ vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca <b>manasikāraṃ</b>.				SN 12.2	vibhaṅgasuttaṃ	katamañ'ca, bhikkhave, nāmarūpaṃ? vedanā, saññā, cetanā, phasso, <b>manasikāro</b> — idaṃ vuccati nāmaṃ.	Paṭicca-samuppāda	Dependent Origination	Teachings							23n	manasikār	a masc	13	2	98	[sound:manasikāra.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=manasikāra&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
majjhimapaṭipadā	s	1	fem	comp						the Middle Way; (comm) not approaching two sides, greed and hatred, freed from them					majjhima + paṭipadā	madhyama + pratipad			(MNa) atthi majjhimā paṭipadāti maggaṃ sandhāya idaṃ vuttaṃ. maggo hi lobho eko anto, doso eko antoti ete dve ante na upeti, na upagacchati, vimutto etehi antehi, tasmā “majjhimā paṭipadā”ti vuccati.								SN 56.11	dhammacakkappavattanasuttaṃ	ete kho, bhikkhave, ubho ante anupagamma <b>majjhimā</b> <b>paṭipadā</b> tathāgatena abhisambuddhā cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṃvattati	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							17n	majjhimapaṭipad	ā fem	13			[sound:majjhimapaṭipadā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=majjhimapaṭipadā&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bhante	ss	1	masc	voc sg	bhadanta					sir; lord; venerable sir; reverend			√bhad 1 a (to be good, lucky)		√bhad + anta + e	bhavantaḥ	√bhand				AN 8.53	saṃkhittasuttaṃ	sādhu me, <b>bhante</b>, bhagavā saṃkhittena dhammaṃ desetu, yam’ahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā appamattā ātāpinī pahit’attā vihareyyan’ti	Saṅkhitta-dhamma	The Dhamma in Brief	Teachings	SN 22.59	anattalakkhaṇasuttaṃ	“taṃ kiṃ maññatha, bhikkhave, rūpaṃ niccaṃ vā aniccaṃ vā”ti? “aniccaṃ, <b>bhante</b>”.	Anatta-lakkhaṇa-sutta	The Discourse on the Characteristic of Not-Self	Cardinal Suttas							38n	!*	bhavant masc	13			[sound:bhante.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bhante&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
brahmacariya	ss	1	nt	comp						spiritual path; holy life; celibacy					brahma + cariya	brahmacarya					MN 39	mahāassapurasuttaṃ	vimuttasmiṃ vimuttam’iti ñāṇaṃ hoti — ‘khīṇā jāti, vusitaṃ <b>brahmacariyaṃ</b>, kataṃ karaṇīyaṃ, n’āparaṃ itthattāyā’ti pajānāti	Anupubba-sikkhā	The Gradual Training	Teachings	DN 16.21	mahāparinibbānasuttaṃ	yatha'y'idaṃ <b>brahmacariyaṃ</b> addhaniyaṃ assa ciraṭṭhitikaṃ, tadassa bahujanahitāya bahujanasukhāya lok’ānukampāya atthāya hitāya sukhāya devamanussānaṃ	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings							19n	brahmacariy	a nt	13	9	1035	[sound:brahmacariya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=brahmacariya&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
bojjhaṅga	ps	1	masc	comp						element of awakening; factor of enlightenment					bodhi + aṅga	bodhyanga					AN 10.61	avijjāsuttaṃ	satta’p’āhaṃ <b>bojjh'aṅge</b> sāhāre vadāmi, no anāhāre. ko c’āhāro sattannaṃ bojjh'aṅgānaṃ? ‘cattāro satipaṭṭhānā’ti’ssa vacanīyaṃ.				MN 118	ānāpānassatisuttaṃ	cattāro satipaṭṭhānā bhāvitā bahulīkatā satta-<b>bojjh'aṅge</b> paripūrenti	Ānāpānassati	Mindfulness of Breathing	Teachings							22n	bojjhaṅg	a masc	13	2	317	[sound:bojjhaṅga.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bojjhaṅga&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
piṇḍacāra	p	1	masc	comp						going for alms round; alms wandering					piṇḍa + cāra	piṇḍa + cāra					SNP 37	nālakasuttaṃ<br/>mahāvaggo 11	sa <b>piṇḍacāraṃ</b> caritvā, van’antam’abhihāraye, <br/>upaṭṭhito rukkhamūlasmiṃ, āsan’ūpagato muni.																	piṇḍacār	a masc	13			[sound:piṇḍacāra.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=piṇḍacāra&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pārājika 3	n	1	nt		parājeti					(vinaya) offence involving defeat; transgression requiring expulsion			√ji 1 a (to conquer)		parā > pārā + √ji + *ika	parājita, pārājika (bsk)	√ji		(VIN 6.8.5) <b>pārājikan</b>'ti yaṃ vuttaṃ,<br/>taṃ suṇohi yathātathaṃ,<br/>cuto paraddho bhaṭṭho ca,<br/>saddhammā hi niraṅkato,<br/>saṃvāso'pi tahiṃ n'atthi,<br/>ten'etaṃ iti vuccati.<br/>(VINa) <b>pārājiko</b>'ti parājito, parājayaṃ āpanno.		VIN 2.5.7.4	duṭṭhullasikkhāpadaṃ	duṭṭhullā nāma āpatti cattāri ca <b>pārājikāni</b> terasa ca saṅghādisesā.																	pārājik	a nt	13	9	511	[sound:pārājika.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pārājika 3&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pācittiya 1	pp	1	nt							(vinaya) offence requiring confession						prāyaścitta			(VIN 6.8.5) pācittiyan'ti yaṃ vuttaṃ, taṃ suṇohi yathātathaṃ,<br/>pāteti kusalaṃ dhammaṃ, ariyamaggaṃ aparajjhati,<br/>cittasaṃmohanaṭṭhānaṃ, ten'etaṃ iti vuccati.		VIN PAT NP 1	kathina sikkhāpada	niṭṭhita-cīvarasmiṃ bhikkhunā ubbhatasmiṃ kaṭhine das’āha-paramaṃ atireka-cīvaraṃ dhāretabbaṃ. taṃ atikkāmayato, nissaggiyaṃ <b>pācittiyaṃ</b>.				VIN PAT PC 1	musāvāda sikkhāpada	sampajānamusāvāde, <b>pācittiyaṃ</b>.											pācittiy	a nt	13	9	1295	[sound:pācittiya.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pācittiya 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
pavāraṇā 1	pp	1	fem		pavāreti					(vinaya) invitation ceremony at the end of the rains retreat			√var 8 *e (to wish, choose)	√var + *e > vāre	pa + vāre + *anā	pravāraṇa	√vṛ				DHPa 1.1.1	cakkhupālatthera vatthu	upakaṭṭhāya <b>pavāraṇāya</b> sabb’eva saha paṭisambhidāhi arahattaṃ pāpuṇiṃsu				MN 118	ānāpānassatisuttaṃ	tena kho pana samayena bhagavā tad'ah'uposathe pannarase <b>pavāraṇāya</b> puṇṇāya puṇṇamāya rattiyā bhikkhusaṅghaparivuto abbhokāse nisinno hoti.											pavāraṇ	ā fem	13		23	[sound:pavāraṇā.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pavāraṇā 1&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
passaddhi	ps	1	fem	abstr	passambhati					calmness; tranquillity; peace; stillness; serenity			√sambh 1 a (to be calm, confident)		pa + √sambh > sabh + ti	praśrabdhi	√śrambh		(SNa) passaddhī’ti kāyacittapassaddhi, kilesapassaddhi nāma hotī’ti attho.		SN 35.87	channasuttaṃ	‘nissitassa calitaṃ, anissitassa calitaṃ n’atthi. calite asati <b>passaddhi</b> hoti. passaddhiyā sati nati na hoti. natiyā asati āgatigati na hoti.				Thai		bojjh’aṅgo sati-saṅkhāto dhammānaṃ vicayo tathā viriyam’pīti-<b>passaddhi</b> bojjh’aṅgā ca tathā’pare samādh’upekkha-bojjh’aṅgā.	Bojjh’aṅga-parittaṃ		Protective Recitations							57n	passaddh	i fem	13	8	51	[sound:passaddhi.mp3]	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=passaddhi&entry.644913945=Anki Deck Vocab Beginner Pāli Course"">Fix it here</a>."
